folder,target_line,category,nexus_mod_id,nexus_mod_name,nexus_author,match_method,confidence,suggested_file_id,suggested_file_name,suggested_file_version,file_category,related_plugins,notes
Breton Field Knight Armor Set - with PBR 2K,1908,nexus_ambiguous,164478,Breton Field Knight Armor Set - with PBR or Vanilla ENB options,Mykki (uploader Mykolaev),name_fuzzy,low,,,,,BretonFieldKnight.esp,no file name matches the folder; several MAIN files: Breton Field Knight - PBR - 4K | Breton Field Knight - Vanilla - ENB - 4K
Breton Field Knight Armor Set - with PBR,1909,nexus_ambiguous,164478,Breton Field Knight Armor Set - with PBR or Vanilla ENB options,Mykki (uploader Mykolaev),name_fuzzy,low,,,,,BretonFieldKnight.esp,no file name matches the folder; several MAIN files: Breton Field Knight - PBR - 4K | Breton Field Knight - Vanilla - ENB - 4K
[SSE] H2135 Fantasy Series8,1917,non_nexus,,,,manual_hint,medium,,,,,,H2135 Fantasy Series (non-Nexus)
Obi's Zamorian Thief 3BA UBE BHUNP 4K SMP,1918,nexus_found,168091,Obi's Zamorian Thief 3BA UBE BHUNP 4K SMP,Obicnii,name_exact,high,703723,Obi's Zamorian Thief Armor 3BA Main,1.0,MAIN,Obi's Zamorian Thief 3BA.esp,no file name matches the folder; the only current MAIN file is suggested
ABYSSAL BLADE MCO One Handed Moveset and Weapon,1919,nexus_found,84009,ABYSSAL BLADE MCO One Handed Moveset and Weapon,Krembule Caenarvon atakuou black  eskyrim mofu chaos,name_exact,high,,,,,ShadowySword.esp;ShinobiEffects.esp,no file name matches the folder; several MAIN files: Abyssal Blade MCO 3 | Radiance of Lyg Boss Drops SPID | The Last King Boss Drops SPID | additional attacks
[Kirax] BDOR 2024 Female Collection,1920,non_nexus,,,,manual_hint,medium,,,,,[Kirax] BDOR 2024 Female Collection.esp,Kirax BDOR collection (Patreon/non-Nexus)
[Dint999] Secret Child Of Talos,1921,nexus_found,69767,Secret Child of Talos - CBBE-TBD-UUNP SE,Dint999 - Daymarr,name_fuzzy,high,291796,Secret Child of Talos - TBD SE,1.0,MAIN,[Dint999] SecretChildOfTalos.esp,"linked plugin(s) found in this mod's files: [Dint999] SecretChildOfTalos.esp | mod flagged adult content | folder matches the file name | alternatives: Secret Child of Talos (Korean translation) (#69852, s=0.82, dl=240)"
Asura's Guard,1922,nexus_found,86891,Asura's Guard  - 3BA - BHUNP - CBBE -,goampuja,plugin_contents,medium,,,,,Asuras Guard [Armor].esp,"linked plugin(s) found in this mod's files: Asuras Guard [Armor].esp | mod flagged adult content | no file name matches the folder; several MAIN files: Asura's Guard 3BA 2K | Asura's Guard 3BA 4K | Asura's Guard BHUNP 2K | Asura's Guard BHUNP 4K | alternatives: Asura's Guard (PTBR) (#87176, s=0.82, dl=744)"
Bladedancer's Edge,1923,nexus_found,62751,Bladedancer's Edge (CBBE - 3BA - BHUNP),goampuja,name_exact,high,260794,Bladedancer's Edge CBBE-3BA,1.2,OLD_VERSION,BDE_Armor.esp,mod flagged adult content | folder matches the file's archive name | suggested file only exists as OLD_VERSION; current MAIN: Bladedancer's Edge CBBE-3BA v1.3 (#268310)
Obi's Desert Sorceress outfit 4K 3BA UBE BHUNP SMP,1924,nexus_found,155483,Obi's Desert Sorceress outfit 4K 3BA UBE BHUNP SMP,Obicnii,name_exact,high,650078,Desert Sorceress Main File - 3BA,1.0,MAIN,Obi's DesertSorceress.esp,mod flagged adult content | no file name matches the folder; the only current MAIN file is suggested
Son Of Skyrim's Guard Armor Replace to Breton Field Knight,2558,nexus_found,164836,Son Of Skyrim's Guard Armor Replace to Breton Field Knight,arja (uploader ellder4mk),name_exact,high,688782,Guard Armor Replace to Breton Field Knoght,1.0,MAIN,,no file name matches the folder; the only current MAIN file is suggested
Dwemer Researcher Backpack - Standalone and Remiel replacer - SE by Xtudo - Lucien patch lantern,2569,nexus_found,169893,Dwemer Researcher Backpack - Standalone and Remiel replacer - SE by Xtudo - Lucien patch lantern,Xtudo,name_exact,high,,,,,HLIORemi - Dwemer Backpack by Xtudo.esp,no file name matches the folder; several MAIN files: Dwemer Backpack - SE by Xtudo - Remi HDT-SMP | Dwemer Backpack - SE by Xtudo - Remi Non-HDT | Dwemer Backpack - SE by Xtudo - Standalone HDT-SMP | Dwemer Backpack - SE by Xtudo - Standalone Non-HDT
BiR's Remiel Replacer,2570,nexus_found,85734,BiR's Remiel Replacer,belladonnaisrunning - megaman2k,name_exact,high,395505,BiR Remiel Replacer,1.2.0,MAIN,HLIORemi-Replacer-Belladonna.esp,folder matches the file name
Complete Vanilla Eye Overhaul (CVEO) by LDD,2668,nexus_found,160705,Complete Vanilla Eye Overhaul (CVEO) by LDD,LevisageDeDior,name_exact,high,,,,,CompleteVanillaEyeOverhaul_CVEObyLDD.esp,linked plugin(s) found in this mod's files: CompleteVanillaEyeOverhaul_CVEObyLDD.esp | no file name matches the folder; several MAIN files: (CVEO) by LDD - Full Version | (CVEO) by LDD - Lite Version
BnP female small update,2725,nexus_found,65274,BnP - Female Skin,TheNorthSisters,name_exact,high,468754,BnP female small update,2.1,UPDATE,,mod flagged adult content | folder matches the file name
Petite to Plenty - A CBPC Config for Realistic Collisions and Physics v9.0,2739,nexus_found,82745,Petite to Plenty - A CBPC Config for Realistic Collisions and Physics,xavier0self,name_exact,high,514357,Petite to Plenty - CBPC Configuration 9.0,9.0,MAIN,,match after dropping version/edition tokens | mod flagged adult content | no file name matches the folder; the only current MAIN file is suggested | file version matches the version in the folder name
Caliente's Beautiful Bodies Enhancer - 3BA NORMALMAPS,2744,not_found,,,,,,,,,,,no close name match
KS Wigs SMP,2748,nexus_found,31300,KS Hairdos - HDT SMP (Physics),ousnius - Kalilies - Stealthic,name_exact,high,119167,KS Wigs SMP,1.0,OLD_VERSION,KSWigsSMP.esp,linked plugin(s) found in this mod's files: KSWigsSMP.esp | folder matches the file name | suggested file only exists as OLD_VERSION; current MAIN: KS Hairdos SMP v1.5.0 (#753284)
Splashes of Skyrim 1.5,2769,nexus_found,47710,Splashes Of Skyrim,powerofthree,name_exact,high,764374,Splashes of Skyrim,1.5.0,OLD_VERSION,,"match after dropping version/edition tokens | folder matches the file name | file version matches the version in the folder name | suggested file only exists as OLD_VERSION; current MAIN: Splashes of Skyrim v1.6.0 (#795199) | alternatives: Splashes of Skyrim VR (#58104, s=0.89, dl=131051)"
Water for ENB [cs]2,2776,nexus_found,37061,Water for ENB,mindflux,name_exact,high,784038,Water for ENB,2.21,MAIN,Water for ENB (Shades of Skyrim).esp;Water for ENB.esm,"linked plugin(s) found in this mod's files: Water for ENB (Shades of Skyrim).esp, Water for ENB.esm | match after dropping version/edition tokens | folder matches the file name"
Blubbos_Whiterun_2023V2esl_patch,2808,nexus_found,65232,Blubbos Whiterun 2022,BlubboDE,name_exact,high,416806,Blubbos_Whiterun_2023V2esl_patch.zip,1.31,OPTIONAL,Blubbos_NewWhiterun_2022.esp,folder matches the file name | matched a file of a mod already identified for other folders (second pass)
Blubbos Whiterun 2023,2809,nexus_found,65232,Blubbos Whiterun 2022,BlubboDE,name_fuzzy,high,416638,Blubbos_Whiterun_2023_V2.zip,1.31,MAIN,Blubbos_NewWhiterun_2022.esp,"linked plugin(s) found in this mod's files: Blubbos_NewWhiterun_2022.esp | folder matches the file name | alternatives: Blubbos Whiterun OCS Patch (#164357, s=0.81, dl=75)"
Ulvenwald Series - Erdtrees of Skyrim,2810,nexus_ambiguous,173652,Ulvenwald Series - V2 - Erdtrees of Skyrim - CHS,gkd2323c,name_fuzzy,low,726449,Ulvenwald Series - V2 - Erdtrees of Skyrim - CHS,1.0,MAIN,Erdtrees of Skyrim.esp,"folder matches the file name | alternatives: Traverse the Ulvenwald - Some Patches (#79431, s=0.71, dl=483146)"
Dirt Cliffs Enhancement - Freaks Flora Fields,2812,nexus_found,149919,Dirt Cliffs Enhancement - High Quality Ivy,Alaxouche (uploader AlaxoucheModding),name_exact,high,806545,Dirt Cliffs Enhancement - Freaks Flora Fields,1.4.1.0,OPTIONAL,,folder matches the file name
Reimagined Mountain Flowers - BYOH Flowers Fix,2828,nexus_found,142897,Reimagined Mountain Flowers - BYOH Flowers Fix,gutmaw,name_exact,high,606688,Reimagined Mountain Flowers - BYOH Flowers Fix,1.1,MAIN,,folder matches the file name
Scallions of Skyrim - High Polygon Leeks,2838,nexus_found,53205,Scallions of Skyrim - High Polygon Leeks,wankingSkeever (uploader wSkeever),name_exact,high,506104,Leek,0.2,MAIN,,no file name matches the folder; the only current MAIN file is suggested
No Grass In Objects - Freak's Floral Fields - Patch,2866,nexus_found,42161,No Grass In Objects,meh321 DwemerEngineer alandtse,name_exact,high,792590,Freak's Floral Fields - Patch,1.2,MISCELLANEOUS,Grass Bounds - Freak's Floral Fields.esp,folder matches '<mod name> <file name>'
Footprints - Alternative Design,2886,nexus_found,109544,Footprints - Alternative Design,Artisto (uploader ArtistoMods),name_exact,high,479247,Footprints - Alternative Design,1.01,MAIN,,folder matches the file name
The Green Den - Exterior AddOn,2900,nexus_found,165520,The Green Den - A Lush Drunken Huntsman Overhaul,fadingsignal,name_exact,high,691384,The Green Den - Exterior AddOn,1.0,OPTIONAL,FS_GreenDenDrunkenHuntsmanOverhaul_ExteriorAddOn.esp,folder matches the file name
The Green Den - 3DNPC Patch,2901,nexus_found,165520,The Green Den - A Lush Drunken Huntsman Overhaul,fadingsignal,name_exact,high,703794,The Green Den - 3DNPC Patch,1.0,MISCELLANEOUS,FS_GreenDenDrunkenHuntsmanOverhaul_3DNPCPatch.esp,folder matches the file name
The Green Den - AI Overhaul Patch,2902,nexus_found,165520,The Green Den - A Lush Drunken Huntsman Overhaul,fadingsignal,name_exact,high,709644,The Green Den - AI Overhaul Patch,1.1,MISCELLANEOUS,FS_GreenDenDrunkenHuntsmanOverhaul_AIOverhaulPatch.esp,folder matches the file name
The Green Den - JKs Drunken Huntsman Patch,2903,nexus_found,165520,The Green Den - A Lush Drunken Huntsman Overhaul,fadingsignal,name_exact,high,693862,The Green Den - JKs Drunken Huntsman Patch,1.0,MISCELLANEOUS,FS_GreenDenDrunkenHuntsmanOverhaul_JKsPatch.esp,"folder matches the file name | alternatives: The Green Den - Ayla Patches - HS Drunken Huntsman - Light Placer - Capital Whiterun (#168377, s=0.91, dl=779)"
The Green Den - A Lush Drunken Huntsman Overhaul,2904,nexus_found,165520,The Green Den - A Lush Drunken Huntsman Overhaul,fadingsignal,name_exact,high,695416,The Green Den - A Drunken Huntsman Overhaul,1.2,MAIN,FS_GreenDenDrunkenHuntsmanOverhaul.esp,folder matches the file name
Snazzy Misc Locations AIO,2909,nexus_found,147762,Snazzy Misc Locations,gutmaw,name_exact,high,630440,Snazzy Misc Locations AIO,1.0,ARCHIVED,,folder matches the file name | suggested file only exists as ARCHIVED; current MAIN: Snazzy Misc Locations v2.50 (#785934)
Breezehome Exterior Overgrown,2930,nexus_found,104645,Breezehome Exterior Overgrown  - with Breezehome mods support,Mharlek1,name_exact,high,800203,Breezehome Exterior Overgrown,3.0,MAIN,Breezehome - Exterior Overgrown.esp,linked plugin(s) found in this mod's files: Breezehome - Exterior Overgrown.esp | folder matches the file name
Orc Stronghold AIO - SkyShards Patch,3007,nexus_found,153782,Orc Stronghold AIO - SkyShards Patch,darkdiablo88,name_exact,high,642514,Orc Strongholds AIO - Skyshard,1.0,MAIN,,no file name matches the folder; the only current MAIN file is suggested
Orc Strongholds - AIO - EFPS Patch,3008,nexus_found,89354,Orc Strongholds - Largashbur,JJerem,name_fuzzy,medium,627968,Orc Strongholds - EFPS Patch ESL,1.0EFPS,OPTIONAL,,"folder matches the file name | alternatives: Orc Strongholds - Narzulbur (#88809, s=0.82, dl=4155084)"
The Ancient Ways,3014,nexus_found,183491,The Ancient Ways,RyokohMods,name_exact,high,770921,RYO - The Ancient Ways,2.0,MAIN,The Ancient Ways.esp,linked plugin(s) found in this mod's files: The Ancient Ways.esp | folder matches the file name
Landscape Fixes For Grass Mods - Great Cities patch,3015,nexus_ambiguous,9005,Landscape Fixes For Grass Mods,code1k,name_fuzzy,low,632401,Landscape Fixes For Grass Mods,5.8,MAIN,,"no file name matches the folder; the only current MAIN file is suggested | alternatives: Various Landscape Fixes For Grass Mods Patches (#128121, s=0.77, dl=79690); Landscapes Fixes For Grass Mods UA (#161286, s=0.75, dl=60); Landscape Fixes For Grass Mods - Cities of the North Patch collection (#86756, s=0.74, dl=493823)"
Ivy Whiterun Roofing - By BigHead,3064,nexus_found,159908,Ivy Whiterun Roofing - By BigHead,bighead_bh (uploader filipebhalves),name_exact,high,716957,Ivy Whiterun Roofing - By BigHead,1.1,MAIN,Ivy Whiterun Roofing - By BigHead.esp,linked plugin(s) found in this mod's files: Ivy Whiterun Roofing - By BigHead.esp | folder matches the file name
Ivy Riverwood Roofing - By BigHead,3065,nexus_found,160697,Ivy Riverwood Roofing - By BigHead,big (uploader filipebhalves),name_exact,high,716944,Ivy Riverwood Roofing - By BigHead,1.1,MAIN,Ivy Riverwood Roofing - By BigHead.esp;Ivy Whiterun Roofing - By BigHead.esp,linked plugin(s) found in this mod's files: Ivy Riverwood Roofing - By BigHead.esp | folder matches the file name
Ivy - Faendal Home Overhaul,3066,nexus_found,140252,Ivy - Faendal Home Overhaul,Ivy (uploader ItzIvy),name_exact,high,588350,Ivy - Faendal Home Overhaul,1.0,MAIN,Faendal Home Overhaul.esp,linked plugin(s) found in this mod's files: Faendal Home Overhaul.esp | folder matches the file name
Ivy - Riverwood Timber Rest - Player Home,3067,nexus_found,138697,Ivy - Riverwood Timber Rest - Player Home,Ivy (uploader ItzIvy),name_exact,high,677605,Ivy - Riverwood Timber Rest - Player Home,2.2.1,MAIN,Riverwood Timber Rest.esp,folder matches the file name
Ivy - Riverwood Small Addon,3068,nexus_found,120791,Ivy - Riverwood Small Addon,Ivy (uploader ItzIvy),name_exact,high,586881,Ivy - Riverwood Small Addon,2.1,MAIN,Riverwood Addon Standalone - Northern Vanilla Farmhouses - Lux Orbis.esp;Riverwood Addon Standalone - Without Trees Patch.esp;Riverwood Addon Standalone.esp,folder matches the file name
Riverwood Falls - Waterfall Additions for Riverwood2,3077,nexus_found,150380,Riverwood Falls - Waterfall Additions for Riverwood,otisimo212,name_exact,high,628325,Riverwood Falls - Waterfall Additions Riverwood,1.0,ARCHIVED,Riverwood Falls - Landscape Fixes for Grass Mods.esp;Riverwood Falls - Northern Roads - LFFGM.esp;Riverwood Falls - Northern Roads - Lux Via.esp;Riverwood Falls - Northern Roads - Ryn's Bleak Falls Tower.esp;Riverwood Falls - Northern Roads Clutter.esp;Riverwood Falls - Northern Roads.esp;Riverwood Falls - NotWL.esp;Riverwood Falls - Ryn's Bleakfalls Tower.esp;Riverwood Falls - Treeless Path.esp;Riverwood Falls.esp,folder matches the file's archive name | suggested file only exists as ARCHIVED; current MAIN: Riverwood Falls 1.2.1 v1.2.1 (#633042)
Meshes Optimization Project - COTN - Falkreath,3094,nexus_found,160495,Meshes Optimization Project,Ivy (uploader ItzIvy),name_exact,high,787602,COTN - Falkreath,1.0,OPTIONAL,,folder matches '<mod name> <file name>'
Meshes Optimization Project - COTN - Dawnstar,3102,nexus_found,160495,Meshes Optimization Project,Ivy (uploader ItzIvy),name_exact,high,810048,COTN - Dawnstar,1.0,OPTIONAL,,folder matches '<mod name> <file name>'
Solitude Door Replacer - Trifle from Hiro the Gate Solityyud - Base Object Swapper,3108,nexus_found,176708,Solitude Door Replacer - Trifle from Hiro the Gate Solityyud - Base Object Swapper,HiroCoffein13 - Fauxvale,name_exact,high,739396,Solitude Door Replacer - BOS,1.0,MAIN,SolitudeDoorReplacerHiroBOS.esp,no file name matches the folder; the only current MAIN file is suggested
Blubbos Riften Trees 2022,3109,nexus_found,66554,Blubbos Riften Trees 2022,BlubboDE,name_exact,high,277257,Blubbos_Riften_Trees_2022.zip,1.0,MAIN,Blubbos_Riften_Trees_2022.esp,linked plugin(s) found in this mod's files: Blubbos_Riften_Trees_2022.esp | folder matches the file name
Windhelm Mighty Statues Reforged,3111,nexus_found,143498,Windhelm Mighty Statues Reforged,Mharlek1,name_exact,high,619475,Enhanced Mighty Statues Reforged,1.3,MAIN,Windhelm Mighty Talos Reforged.esp,no file name matches the folder; the only current MAIN file is suggested
SKYKLFS MODULAR WR - MEDIEVAL MARKETS,3120,nexus_found,132169,Modular Whiterun,SKYKLF,name_exact,high,769463,SKYKLFS MODULAR WR - MEDIEVAL MARKETS,2.5,OPTIONAL,SKYKLFS MODULAR WR - MEDIEVAL MARKETS.esp,linked plugin(s) found in this mod's files: SKYKLFS MODULAR WR - MEDIEVAL MARKETS.esp | folder matches the file name
SKYKLFS MODULAR WR PT 6,3121,nexus_found,132169,Modular Whiterun,SKYKLF,name_exact,high,656009,SKYKLFS MODULAR WR PT 6,2.0,ARCHIVED,SKYKLFS MODULAR WR PT6.esp,linked plugin(s) found in this mod's files: SKYKLFS MODULAR WR PT6.esp | folder matches the file name | suggested file only exists as ARCHIVED; current MAIN: SKYKLFS MODULAR WR Part 10 v2.5 (#769445)
SKYKLFS MODULAR WR PT 3,3122,nexus_found,132169,Modular Whiterun,SKYKLF,name_exact,high,600329,SKYKLFS MODULAR WR PT 3,2.0,ARCHIVED,SKYKLFS MODULAR WR PT3.esp,linked plugin(s) found in this mod's files: SKYKLFS MODULAR WR PT3.esp | folder matches the file name | suggested file only exists as ARCHIVED; current MAIN: SKYKLFS MODULAR WR Part 10 v2.5 (#769445)
SKYKLFS MODULAR WR PT 2,3123,nexus_found,132169,Modular Whiterun,SKYKLF,name_exact,high,683577,SKYKLFS MODULAR WR PT 2,2.0,ARCHIVED,SKYKLFS MODULAR WR PT2.esp,linked plugin(s) found in this mod's files: SKYKLFS MODULAR WR PT2.esp | folder matches the file name | suggested file only exists as ARCHIVED; current MAIN: SKYKLFS MODULAR WR Part 10 v2.5 (#769445)
SKYKLFS MODULAR WR PT 1,3124,nexus_found,132169,Modular Whiterun,SKYKLF,name_exact,high,656007,SKYKLFS MODULAR WR PT 1,2.0,ARCHIVED,SKYKLFS MODULAR WR PT1.esp,linked plugin(s) found in this mod's files: SKYKLFS MODULAR WR PT1.esp | folder matches the file name | suggested file only exists as ARCHIVED; current MAIN: SKYKLFS MODULAR WR Part 10 v2.5 (#769445)
XX SKYKLFS MODULAR WR RESOURCES XX,3125,nexus_found,132169,Modular Whiterun,SKYKLF,name_exact,high,656012,XX SKYKLFS MODULAR WR RESOURCES XX,2.0,ARCHIVED,,folder matches the file name | suggested file only exists as ARCHIVED; current MAIN: SKYKLFS MODULAR WR Part 10 v2.5 (#769445) | matched a file of a mod already identified for other folders (second pass)
Mahrlek1´s trees compilation - Whiterun Trees module,3126,not_found,,,,,,,,,,,no Nexus candidates
Ryn's Whiterun City Limits - Patch Collection,3139,nexus_ambiguous,124282,Ryn's Whiterun City Limits BBLS Patch,Tetrol88,name_fuzzy,low,521032,Ryn's Whiterun City Limits - BBLS Patch,1,MAIN,,"no file name matches the folder; the only current MAIN file is suggested | alternatives: Ryn's Whiterun CIty Limits (#65661, s=0.77, dl=236182)"
Ryn's Whiterun CIty Limits,3140,nexus_found,65661,Ryn's Whiterun CIty Limits,Ryn (uploader Ryn2g),name_exact,high,413911,Ryn's Whiterun City Limits,2.6,MAIN,RynsWhiterunCityLimits.esp,linked plugin(s) found in this mod's files: RynsWhiterunCityLimits.esp | folder matches the file name
Whiterun City Limits_Bleakwind Basin PATCH,3143,nexus_found,73778,Ryn's Skyrim Official Patch Hub,Ryn (uploader Ryn2g),name_exact,high,317866,Whiterun City Limits_Bleakwind Basin PATCH,1.1,MAIN,Ryn's_Whiterun_City_Limits_Ryn's_Bleakwind_Basin_Patch.esp,linked plugin(s) found in this mod's files: Ryn's_Whiterun_City_Limits_Ryn's_Bleakwind_Basin_Patch.esp | folder matches the file name
Spaghetti's Cities - Solitude No ivy garden,3162,nexus_found,80986,Spaghetti's Cities - Solitude,RubberSpaghetti,name_exact,high,357270,No Ivy Garden,1.2,OPTIONAL,Spaghetti's Cities - Solitude - No Ivy Garden.esp,linked plugin(s) found in this mod's files: Spaghetti's Cities - Solitude - No Ivy Garden.esp | folder matches '<mod name> <file name>'
Blubbo_trees_in_solitude_Skyfall_BPCourtyard.zip,3165,nexus_found,86739,Blubbos Solitude,BlubboDE,name_exact,high,551363,Blubbo_trees_in_solitude_Skyfall_BPCourtyard.zip,1.0a,OPTIONAL,blubbos_trees_in_solitude_Skyfall_BPCourtyardPatch.esp,linked plugin(s) found in this mod's files: blubbos_trees_in_solitude_Skyfall_BPCourtyardPatch.esp | folder matches the file name
Blubbo_Solitude_2023.zip,3166,nexus_found,86739,Blubbos Solitude,BlubboDE,name_exact,high,367158,Blubbo_Solitude_2023.zip,1.0,MAIN,blubbos_trees_in_solitude.esp,folder matches the file name | matched a file of a mod already identified for other folders (second pass)
Grand Solitude - Landscape override,3168,nexus_found,157450,Grand Solitude Patch Collection,Czasior,name_exact,high,665969,Grand Solitude - Landscape override,L1.0,OPTIONAL,,folder matches the file name
Grand Solitude Patch Collection,3169,nexus_found,157450,Grand Solitude Patch Collection,Czasior,name_exact,high,808879,Grand Solitude Patch Collection,1.6.1,MAIN,Grand Solitude - 3DNPC patch.esp;Grand Solitude - A Cats Life patch.esp;Grand Solitude - ACE patch.esp;Grand Solitude - Additional Hearthfire Dolls patch.esp;Grand Solitude - AI Overhaul patch.esp;Grand Solitude - Alternate Perspective patch.esp;Grand Solitude - Amulets of Skyrim patch.esp;Grand Solitude - AYOP TG patch.esp;Grand Solitude - Bears of the North patch.esp;Grand Solitude - Blubbos Solitude patch.esp;Grand Solitude - CC Alternative Armors - Dragon Plate patch.esp;Grand Solitude - CC Alternative Armors - Leather patch.esp;Grand Solitude - CC Civil War Champions patch.esp;Grand Solitude - CC Crossbows patch.esp;Grand Solitude - CC Gray Cowl Returns patch.esp;Grand Solitude - CC Lords Mail patch.esp;Grand Solitude - Cheesemod patch.esp;Grand Solitude - Cloaks of Skyrim patch.esp;Grand Solitude - Clockwork patch.esp;Grand Solitude - CRF patch.esp;Grand Solitude - Dlizzio's Mesh Fixes patch.esp;Grand Solitude - Faction Crossbows patch.esp;Grand Solitude - Falconer Armor patch.esp;Grand Solitude - Flora Additions - Waterplants patch.esp;Grand Solitude - Khajiit Caravan Mules patch.esp;Grand Solitude - Khajiit Has Tents patch.esp;Grand Solitude - Konahrik Accoutrements patch.esp;Grand Solitude - LotD patch.esp;Grand Solitude - Lux Via patch.esp;Grand Solitude - Missives patch.esp;Grand Solitude - Nature of the Wild Lands patch.esp;Grand Solitude - Oblivion Artifacts patch.esp;Grand Solitude - RS Children patch.esp;Grand Solitude - Skyrim Sewers patch.esp;Grand Solitude - Solitude and Temple Frescoes Solitude ESP No Lanterns patch.esp;Grand Solitude - Solitude Statues - Gaius Mucius patch.esp;Grand Solitude - Solitude Statues - Jason patch.esp;Grand Solitude - SUT patch.esp;Grand Solitude - Triumvirate patch.esp;Grand Solitude - Undeath patch.esp,folder matches the file name
Grand Solitude x Saviik's Solitude Mash-up,3170,nexus_found,161049,Grand Solitude x Saviik's Solitude Mash-up,Chlamydia and Marijn191 (uploader Chlamydia1),name_exact,high,673740,GS x SS Main File,1.0,MAIN,Grand Solitude x Saviik's Solitude.esp,linked plugin(s) found in this mod's files: Grand Solitude x Saviik's Solitude.esp | file chosen because it contains the linked plugin
Saviik's Solitude Overhaul,3171,nexus_found,133645,Saviik's Solitude Overhaul,Marijn191,name_exact,high,653332,Saviik's Solitude Overhaul,1.4.6,MAIN,,folder matches the file name
Grand Solitude - The Walls of High King Erling,3172,nexus_found,157506,Grand Solitude - The Walls of High King Erling,Drengin  ManuOstar44  Varangian94,name_exact,high,796423,Grand Solitude - The Walls of High King Erling,1.3.1,MAIN,Grand Solitude - The Walls of High King Erling.esp,linked plugin(s) found in this mod's files: Grand Solitude - The Walls of High King Erling.esp | folder matches the file name
Left-Hand Mine Overhaul,3187,nexus_found,117629,Left Hand Revised - Markarth Mines overhaul,Temryuu,name_exact,high,591015,Left-Hand Mine Overhaul,2.0.0,MAIN,Left-Hand Overhaul.esp,linked plugin(s) found in this mod's files: Left-Hand Overhaul.esp | folder matches the file name
Meshes Optimization Project - Medieval Markets - Optimized Meshes,3193,nexus_found,160495,Meshes Optimization Project,Ivy (uploader ItzIvy),name_exact,high,678306,Medieval Markets - Optimized Meshes,1.0,OPTIONAL,,folder matches '<mod name> <file name>'
Medieval Markets Animated,3198,nexus_found,161927,Medieval Markets Animated,StoneSpiralGaming and Circonianas,name_exact,high,677294,Medieval Markets - Animated,1.0,MAIN,Medieval Markets - Animated.esp,linked plugin(s) found in this mod's files: Medieval Markets - Animated.esp | folder matches the file name
Khajiit Has Tents Animated,3203,nexus_found,119988,Khajiit Has Tents Animated,StoneSpiralgaming,name_exact,high,506202,Khajiit Has Tents Animated,1.1,MAIN,Khajiit Has Tents-Animated.esp,"linked plugin(s) found in this mod's files: Khajiit Has Tents-Animated.esp | folder matches the file name | alternatives: Khajiit Has Wares Tents Animated (#108908, s=0.89, dl=338141); Khajiit Has Tents - Animated Banner (#179546, s=0.89, dl=4452)"
Ivy Stendarr Beacon Overhaul,3207,nexus_ambiguous,156160,Ivy's Stendarr's Beacon Overhaul,Ivy - MissileMann (uploader ItzIvy),name_fuzzy,low,768076,Ivy's Stendarr's Beacon Overhaul,1.0.10,MAIN,,no file name matches the folder; the only current MAIN file is suggested
FuzzBeed's Giant Camps AIO - USSEP patch,3269,not_found,,,,,,,,,,,"closest: Katria - USSEP Patch (#183763, s=0.48, dl=343)"
FuzzBeed's Giant Camps AIO - Mihail Giant Club Variety,3270,not_found,,,,,,,,,,,"closest: Giant Club Variety- Mihail Weapons and Shields (SE-AE version) (#104029, s=0.59, dl=333384)"
FuzzBeed's Giant Camps AIO - LFFGM patch,3271,not_found,,,,,,,,,,,"closest: The Great Cities AIO - Northern Roads - LFFGM Patch (#152849, s=0.50, dl=223)"
FuzzBeed's Giant Camps - Flora Aloe and Agave,3272,not_found,,,,,,,,,,,"closest: Flora Additions - Aloe and Agave (#119606, s=0.61, dl=41800)"
Gorgeous Giant Camps Compilation - Northern Roads Patch,3273,nexus_found,125327,Gorgeous Giant Camps Compilation - FuzzBeed's Giant Camps AIO,FuzzBeed (uploader TheOneTrueFuzzBeed),name_fuzzy,medium,618864,Gorgeous Giant Camps Compilation,2.2,MAIN,,no file name matches the folder; the only current MAIN file is suggested
Skybound Underhang Camp - Lux Via Patch,3278,nexus_found,54993,Skybound Underhang Camp,Missile (uploader MissileMann),name_exact,high,603430,Lux Via Patch,7,OPTIONAL,RiverwoodBandits - Lux Via Patch.esp,folder matches '<mod name> <file name>'
Skybound Underhang Camp - Creation Club - Iron Plate Addon,3279,nexus_found,54993,Skybound Underhang Camp,Missile (uploader MissileMann),name_exact,high,412539,Creation Club - Iron Plate Addon,7,OPTIONAL,RiverwoodBandits - CC Iron Plate Addon.esp,folder matches '<mod name> <file name>'
Skybound Underhang Camp,3280,nexus_found,54993,Skybound Underhang Camp,Missile (uploader MissileMann),name_exact,high,603429,Skybound Underhang Camp,7,MAIN,RiverwoodBandits.esp,folder matches the file name
Yet another patch hub for Ryn's Skyrim2,3283,not_found,,,,,,,,,,,"closest: Yet Another Horse Mod (#47261, s=0.47, dl=132)"
Home in a Hat - Unequip Fuckery Circumvention,3314,nexus_found,81859,Home in a Hat - Unequip Fuckery Circumvention,Elianora and YsCordelan (uploader AmbreLamps),name_exact,high,363139,Home in a Hat - Autoequip Teleport Patch,1.0.4,MAIN,Eli_HomeinaHat_AutoEquipPatch.esp,mod flagged adult content | no file name matches the folder; the only current MAIN file is suggested
